BuildingType,GHGEmissionsIntensity,LargestPropertyUseType,Latitude,ListOfAllPropertyUseTypes,Longitude,Neighborhood,NumberofFloors,OSEBuildingID,PrimaryPropertyType,PropertyGFABuilding(s),PropertyGFAParking,PropertyGFATotal,TotalGHGEmissions,NumberofBuildings,LargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),buildingAge,SteamRatio,ElectricityRatio,NaturalGasRatio
NonResidential,0.64,Retail Store,47.55032,Retail Store,-122.32614,GREATER DUWAMISH,1.0,528.0,Retail Store,50200.0,0.0,50200.0,32.22,1.0,53993.0,72.0,56.59999847,4758198.0,50.0,0.0,0.10664982835939152,0.11348834159486428
NonResidential,1.28,Office,47.66891,"Multifamily Housing, Non-Refrigerated Warehouse, Office, Parking, Retail Store",-122.38528,BALLARD,6.0,529.0,Small- and Mid-Sized Office,87833.0,6200.0,94033.0,120.24,1.0,63240.0,100.0,3.599999905,227566.7031,91.0,0.0,12.61630528934793,8.292720219138245
NonResidential,0.13,Non-Refrigerated Warehouse,47.66724,Non-Refrigerated Warehouse,-122.38553,BALLARD,2.0,530.0,Warehouse,63240.0,0.0,63240.0,8.15,1.0,182454.0,54.0,130.6999969,17085344.0,75.0,0.0,0.004998962853776898,0.008320464604048944
NonResidential,1.28,Parking,47.66233,"Parking, Retail Store",-122.3748,BALLARD,5.0,532.0,Other,140415.0,182454.0,322869.0,413.35,1.0,130293.0,41.0,3.599999905,465533.3125,8.0,0.0,23.00180397938762,13.698779075020544
NonResidential,0.02,Self-Storage Facility,47.64676,"Parking, Self-Storage Facility",-122.37581,MAGNOLIA / QUEEN ANNE,4.0,533.0,Self-Storage Facility,106893.0,23400.0,130293.0,3.25,1.0,106041.0,94.0,10.60000038,1123943.0,28.0,0.0,0.41419627151910726,0.0
NonResidential,0.24,Non-Refrigerated Warehouse,47.65567,Non-Refrigerated Warehouse,-122.37478,MAGNOLIA / QUEEN ANNE,4.0,534.0,Warehouse,106041.0,0.0,106041.0,25.58,1.0,94470.0,65.0,10.60000038,1000796.875,19.0,0.0,0.7387543051630732,0.38429376590529424
NonResidential,0.35,Self-Storage Facility,47.63634,Self-Storage Facility,-122.3754,MAGNOLIA / QUEEN ANNE,3.0,536.0,Self-Storage Facility,94470.0,0.0,94470.0,33.18,1.0,150840.0,88.0,49.90000153,7637986.0,60.0,0.0,0.056671876591551755,0.07435703600399372
NonResidential,0.29,Office,47.59963,"Office, Other, Parking",-122.32796,DOWNTOWN,10.0,538.0,Large Office,143508.0,38186.0,181694.0,53.25,1.0,22780.0,33.0,17.60000038,402051.3125,14.0,0.0,18.9975377831903,0.0
NonResidential,0.12,Non-Refrigerated Warehouse,47.54769,Non-Refrigerated Warehouse,-122.3251,GREATER DUWAMISH,1.0,540.0,Warehouse,22780.0,0.0,22780.0,2.8,1.0,227556.0,95.0,37.29999924,8493420.0,50.0,0.0,0.04733676186977684,0.0
NonResidential,1.91,Distribution Center,47.54187,"Distribution Center, Parking",-122.32714,GREATER DUWAMISH,1.0,543.0,Distribution Center,124472.0,0.0,124472.0,237.36,1.0,49918.0,72.0,30.60000038,1529510.25,49.0,0.0,0.7492313307478652,2.823652211549416
NonResidential,0.26,Office,47.60411,"Office, Parking",-122.33225,DOWNTOWN,22.0,774.0,Large Office,129000.0,98556.0,227556.0,59.21,1.0,57540.0,26.0,44.90000153,2582687.0,46.0,0.0,3.2885978827476965,0.0
NonResidential,0.85,Distribution Center,47.54187,"Distribution Center, Parking",-122.32714,GREATER DUWAMISH,1.0,544.0,Distribution Center,50065.0,0.0,50065.0,42.65,1.0,85400.0,49.0,18.0,1536998.25,49.0,0.0,0.5440871516932436,0.45104085186824383
NonResidential,1.33,Distribution Center,47.54621,Distribution Center,-122.33486,GREATER DUWAMISH,1.0,545.0,Distribution Center,57540.0,0.0,57540.0,76.68,1.0,55700.0,63.0,9.300000191,519806.0938,47.0,0.0,2.5220577743061465,2.4465007532006737
NonResidential,0.13,Non-Refrigerated Warehouse,47.54853,Non-Refrigerated Warehouse,-122.32814,GREATER DUWAMISH,1.0,546.0,Warehouse,85400.0,0.0,85400.0,10.72,1.0,52759.0,96.0,34.0,1794187.25,50.0,0.0,0.8566541758670952,0.0
NonResidential,0.06,Non-Refrigerated Warehouse,47.54912,Non-Refrigerated Warehouse,-122.32819,GREATER DUWAMISH,1.0,547.0,Warehouse,55700.0,0.0,55700.0,3.62,1.0,78672.0,98.0,27.70000076,2179719.75,50.0,0.0,0.23847377627330302,0.0
NonResidential,0.88,Office,47.54965,"Office, Parking",-122.3278,GREATER DUWAMISH,1.0,548.0,Small- and Mid-Sized Office,53250.0,0.0,53250.0,46.93,1.0,64660.0,89.0,5.0,325513.0,52.0,0.0,3.2200649436428037,2.291810158119645
NonResidential,0.36,Office,47.62476,Office,-122.34843,MAGNOLIA / QUEEN ANNE,6.0,549.0,Small- and Mid-Sized Office,50245.0,28427.0,78672.0,28.63,1.0,28442.0,58.666666666666664,64.80000305,3684188.5,29.0,0.0,0.5125964645945776,0.07904508686241217
NonResidential,0.1,Non-Refrigerated Warehouse,47.71286,Non-Refrigerated Warehouse,-122.34422,NORTHWEST,3.0,550.0,Warehouse,64660.0,0.0,64660.0,6.32,1.0,162425.0,25.0,57.59999847,9357230.0,30.0,0.0,0.025414893082675107,0.00937243179872676
NonResidential,0.51,Other,47.61552,"Office, Other, Parking",-122.31744,EAST,2.0,551.0,Mixed Use Property,55916.0,19928.0,75844.0,38.48,1.0,101101.0,1.0,215.6000061,21795830.0,89.0,0.0,0.15630746798814268,0.012724314696893856
NonResidential,1.27,Distribution Center,47.5701,Distribution Center,-122.33342,GREATER DUWAMISH,1.0,552.0,Distribution Center,161678.0,0.0,161678.0,204.81,1.0,59504.0,80.0,17.79999924,1061458.25,48.0,0.0,5.965380173925824,2.850066877335967
NonResidential,1.51,Distribution Center,47.56874,Distribution Center,-122.33303,GREATER DUWAMISH,1.0,553.0,Distribution Center,101101.0,0.0,101101.0,152.71,1.0,45340.0,37.0,89.59999847,5094197.0,67.0,0.0,4.275305803839153,0.0032540948063060774
NonResidential,0.61,Distribution Center,47.57023,Distribution Center,-122.33241,GREATER DUWAMISH,1.0,554.0,Distribution Center,52613.0,0.0,52613.0,32.02,1.0,100000.0,55.333333333333336,170.0,17695420.0,36.0,0.0,0.029830995816996716,0.03015390423058622
NonResidential,1.31,Other,47.56785,"Office, Other",-122.33361,GREATER DUWAMISH,1.0,555.0,Other,56608.0,0.0,56608.0,74.31,1.0,51722.0,41.0,284.5,14715262.0,76.0,0.0,0.28903759919463207,0.057146926775751596
NonResidential,1.37,Refrigerated Warehouse,47.56637,"Office, Parking, Refrigerated Warehouse",-122.33273,GREATER DUWAMISH,1.0,556.0,Refrigerated Warehouse,104099.0,0.0,104099.0,142.36,1.0,44431.0,37.0,248.8000031,11054535.0,63.0,0.0,1.5634950723843202,0.03724308620851081
NonResidential,7.12,Supermarket/Grocery Store,47.69267,"Parking, Supermarket/Grocery Store",-122.35506,NORTHWEST,1.0,557.0,Supermarket / Grocery Store,50734.0,7450.0,58184.0,414.43,1.0,217977.0,95.0,41.59999847,9058916.0,13.0,0.0,0.8782995669680567,0.7460958905016891
NonResidential,4.66,Supermarket/Grocery Store,47.73315,Supermarket/Grocery Store,-122.3105,NORTH,1.0,558.0,Supermarket / Grocery Store,58480.0,0.0,58480.0,272.54,1.0,98863.0,42.0,100.5,9937707.0,36.0,0.0,0.6860507157234561,0.42633205024056353
NonResidential,0.16,Office,47.62029,"Office, Parking, Retail Store",-122.33078,LAKE UNION,6.0,561.0,Large Office,211900.0,124800.0,336700.0,54.92,1.0,60676.0,32.0,87.80000305,5444253.5,11.0,0.0,1.4469188475518269,0.0
NonResidential,0.72,Retail Store,47.62,Retail Store,-122.33027,LAKE UNION,4.0,562.0,Retail Store,104014.0,159994.0,264008.0,190.61,1.0,60732.0,89.0,46.20000076,3181045.5,20.0,0.0,2.297328346922419,0.8267093318847529
NonResidential,0.62,Office,47.59367,"Office, Other - Services, Parking",-122.30957,CENTRAL,2.0,563.0,Small- and Mid-Sized Office,62220.0,0.0,62220.0,38.55,1.0,83715.0,26.0,72.40000153,6062770.5,102.0,0.0,0.8958653473688308,0.0021156994149786803
NonResidential,1.38,Office,47.59388,"Office, Other",-122.31124,GREATER DUWAMISH,1.0,564.0,Small- and Mid-Sized Office,65430.0,0.0,65430.0,90.24,1.0,74864.0,34.333333333333336,163.3999939,12232124.0,46.0,0.0,0.13945190549082073,0.1206047289906479
NonResidential,0.48,Office,47.66517,"Office, Parking",-122.30186,NORTHEAST,3.0,565.0,Large Office,59850.0,42440.0,102290.0,49.17,1.0,263528.0,92.0,24.79999924,8024064.5,10.0,0.0,0.7369303923217466,0.01864304555378387
NonResidential,1.07,Other,47.6144,Other,-122.30982,CENTRAL,3.0,566.0,Other,80004.0,0.0,80004.0,85.28,1.0,218918.0,66.0,69.40000153,21027396.0,90.0,0.0,0.5817231006635344,0.0
NonResidential,0.81,Non-Refrigerated Warehouse,47.56407,"Non-Refrigerated Warehouse, Office",-122.32765,GREATER DUWAMISH,2.0,568.0,Warehouse,323916.0,0.0,323916.0,262.45,1.0,50235.0,56.0,91.40000153,4855036.5,25.0,0.0,0.7308050104257713,0.9219248918108031
NonResidential,0.81,Office,47.5928,"Medical Office, Office, Parking",-122.31599,GREATER DUWAMISH,14.0,569.0,Mixed Use Property,304052.0,0.0,304052.0,247.35,1.0,63896.0,94.0,20.39999962,1988334.5,84.0,0.0,9.477029141726405,1.098351912115391
NonResidential,0.4,Office,47.64037,"Data Center, Office, Parking",-122.32626,LAKE UNION,4.0,570.0,Small- and Mid-Sized Office,54175.0,31210.0,85385.0,33.85,1.0,20000.0,51.0,86.80000305,2603931.25,38.0,0.0,1.8645023750147014,0.0
NonResidential,0.43,Distribution Center,47.53687,"Distribution Center, Office",-122.33316,GREATER DUWAMISH,2.0,571.0,Distribution Center,98024.0,0.0,98024.0,42.25,1.0,78521.0,62.0,65.40000153,5135040.0,27.0,0.0,0.26738584314825203,0.11982340936000499
NonResidential,0.98,Office,47.62405,"Office, Other, Parking",-122.33084,LAKE UNION,1.0,572.0,Mixed Use Property,50000.0,15000.0,65000.0,63.89,1.0,302812.0,97.0,24.10000038,7290824.5,88.0,0.0,0.2211748479201495,0.13597693923369022
NonResidential,0.25,Office,47.62488,"Office, Parking",-122.33007,LAKE UNION,5.0,573.0,Large Office,77953.0,66620.0,144573.0,35.8,1.0,78200.0,53.0,116.0999985,9080022.0,26.0,0.0,0.5655315592847683,0.0
NonResidential,0.43,Retail Store,47.70759,Retail Store,-122.3255,NORTH,2.0,574.0,Retail Store,302812.0,0.0,302812.0,129.29,0.0,98539.0,39.333333333333336,55.29999924,5450441.5,66.0,0.0,1.0256581966800304,0.311999312349284
NonResidential,3.4,Office,47.70744,Office,-122.33171,NORTHWEST,5.0,575.0,Small- and Mid-Sized Office,86400.0,0.0,86400.0,293.55,1.0,86483.0,56.0,73.59999847,6361236.5,42.0,0.0,0.642906453800295,0.7844922917108962
NonResidential,0.47,Strip Mall,47.7094,Strip Mall,-122.31843,North,2.0,576.0,Other,98539.0,0.0,98539.0,46.49,1.0,34400.0,75.0,21.79999924,1124543.125,47.0,0.0,4.683087631699318,0.1637171540219945
NonResidential,0.51,Office,47.70732,"Office, Parking",-122.33279,NORTHWEST,6.0,577.0,Small- and Mid-Sized Office,86483.0,0.0,86483.0,44.35,1.0,140520.0,61.0,15.80000019,2225512.0,35.0,0.0,2.8583247360607356,0.0
NonResidential,0.43,Distribution Center,47.53926,"Distribution Center, Office",-122.34143,DELRIDGE,1.0,578.0,Distribution Center,51600.0,0.0,51600.0,22.1,1.0,91645.0,95.0,50.59999847,4636396.5,40.0,0.0,0.17589263558455365,0.06665413538294233
NonResidential,0.41,Non-Refrigerated Warehouse,47.53689,Non-Refrigerated Warehouse,-122.33847,DELRIDGE,1.0,579.0,Warehouse,140520.0,0.0,140520.0,57.73,1.0,91935.0,68.66666666666667,99.69999695,6963616.5,48.0,0.0,0.1881958893055067,0.1313955184062764
NonResidential,0.38,Office,47.63116,"Office, Parking",-122.34193,MAGNOLIA / QUEEN ANNE,5.0,580.0,Large Office,91649.0,62380.0,154029.0,58.88,1.0,60670.0,43.0,74.59999847,4765753.5,30.0,0.0,0.8520543498525469,0.12080251318075935
NonResidential,0.3,Parking,47.70887,"Medical Office, Parking",-122.33494,NORTHWEST,3.0,581.0,Other,69854.0,91935.0,161789.0,49.28,1.0,46846.0,62.0,17.10000038,971155.625,11.0,0.0,7.153957430870053,0.016485514358216276
NonResidential,0.52,Medical Office,47.7126,"Medical Office, Retail Store",-122.33782,NORTHWEST,3.0,582.0,Medical Office,63909.0,0.0,63909.0,33.22,1.0,50417.0,14.0,36.59999847,1847401.0,11.0,0.0,2.5797068422069707,0.0
NonResidential,0.64,Non-Refrigerated Warehouse,47.69814,"Non-Refrigerated Warehouse, Office",-122.34295,NORTHWEST,2.0,583.0,Warehouse,53472.0,0.0,53472.0,34.0,1.0,43728.0,62.666666666666664,263.2000122,11508035.0,68.0,0.0,0.033109475249249766,0.051279910080217865
NonResidential,1.16,Non-Refrigerated Warehouse,47.52696,Non-Refrigerated Warehouse,-122.32913,GREATER DUWAMISH,1.0,584.0,Warehouse,50417.0,0.0,50417.0,58.67,1.0,133298.0,21.0,117.3000031,15640994.0,36.0,0.0,0.054665131896348786,0.06344762999077935
NonResidential,13.98,Restaurant,47.60613,Restaurant,-122.34115,DOWNTOWN,1.0,23854.0,Restaurant,43728.0,0.0,43728.0,611.19,1.0,173106.0,78.0,37.29999924,6455828.5,116.0,0.0,0.0,1.7825806556044665
NonResidential,2.22,Medical Office,47.70449,Medical Office,-122.33272,NORTHWEST,3.0,585.0,Medical Office,133298.0,0.0,133298.0,295.48,0.0,113318.0,78.0,280.3999939,47102428.0,55.0,0.0,0.2462756696958382,0.08578772202570958
NonResidential,0.54,Retail Store,47.70759,Retail Store,-122.3255,NORTH,2.0,586.0,Retail Store,168619.0,0.0,168619.0,91.1,1.0,103970.0,91.0,62.40000153,6486377.5,51.0,0.0,0.8412834436478605,0.15400676263445967
NonResidential,4.59,Parking,47.63451,"Laboratory, Office, Parking",-122.32505,LAKE UNION,5.0,588.0,Mixed Use Property,138509.0,113318.0,251827.0,1156.45,1.0,104786.0,93.0,9.800000191,1028376.875,14.0,0.0,28.350359395236303,17.452329429325218
NonResidential,0.26,Office,47.6244,"Office, Parking",-122.33157,LAKE UNION,4.0,589.0,Large Office,104500.0,71385.0,175885.0,45.22,1.0,51427.0,79.66666666666667,34.40000153,1770027.5,16.0,0.0,3.664562838712958,0.0
NonResidential,0.23,Non-Refrigerated Warehouse,47.56089,Non-Refrigerated Warehouse,-122.33474,GREATER DUWAMISH,2.0,590.0,Warehouse,104786.0,0.0,104786.0,23.86,0.0,110689.0,90.66666666666667,21.10000038,2339814.25,47.0,0.0,0.284944841241137,0.15456739781801054
NonResidential,0.94,Other,47.55787,Other,-122.335,GREATER DUWAMISH,1.0,592.0,Other,11440.0,41600.0,53040.0,49.9,1.0,53620.0,86.0,38.40000153,2058955.25,16.0,0.0,0.46429712350474833,0.3953752758832422
NonResidential,0.97,Other,47.55741,Other,-122.33163,GREATER DUWAMISH,1.0,594.0,Other,110689.0,0.0,110689.0,107.83,1.0,50008.0,62.0,64.0,3202213.0,43.0,0.0,0.11127554600521576,0.6194110135709273
NonResidential,0.41,Office,47.5563,Office,-122.33186,GREATER DUWAMISH,1.0,595.0,Small- and Mid-Sized Office,53620.0,0.0,53620.0,22.12,1.0,194674.0,98.0,34.20000076,6657348.5,68.0,0.0,0.2839845322803816,0.025290999862783207
NonResidential,1.31,Office,47.55623,Office,-122.33316,GREATER DUWAMISH,1.0,596.0,Small- and Mid-Sized Office,50008.0,0.0,50008.0,65.3,1.0,43920.0,63.0,50.20000076,2551022.25,78.0,0.0,0.890167461299093,0.3650987363987123
NonResidential,0.17,Office,47.6252,"Office, Parking",-122.36737,MAGNOLIA / QUEEN ANNE,4.0,597.0,Large Office,191000.0,100176.0,291176.0,49.74,1.0,76486.0,70.0,37.20000076,2843033.5,7.0,0.0,2.316229829863067,0.0254052581511966
NonResidential,2.11,Non-Refrigerated Warehouse,47.56549,"Non-Refrigerated Warehouse, Office",-122.33221,GREATER DUWAMISH,1.0,598.0,Warehouse,50832.0,0.0,50832.0,107.16,1.0,98480.0,65.0,28.79999924,2831565.5,59.0,0.0,0.21683800003920092,0.6840851818543487
NonResidential,0.27,Refrigerated Warehouse,47.56158,Refrigerated Warehouse,-122.32754,GREATER DUWAMISH,1.0,599.0,Refrigerated Warehouse,76354.0,0.0,76354.0,20.29,1.0,31602.0,75.0,64.40000153,3441643.25,45.0,0.0,0.823131217914582,0.002937259694188234
NonResidential,0.4,Non-Refrigerated Warehouse,47.56558,Non-Refrigerated Warehouse,-122.32889,GREATER DUWAMISH,1.0,600.0,Warehouse,98480.0,0.0,98480.0,39.5,1.0,66737.0,28.0,232.3000031,22530168.0,60.0,0.0,0.10667239587383459,0.019006427293396126
NonResidential,1.21,Retail Store,47.66113,"Multifamily Housing, Parking, Restaurant, Retail Store",-122.33572,LAKE UNION,2.0,601.0,Mixed Use Property,53002.0,0.0,53002.0,64.0,1.0,106003.0,50.333333333333336,180.6999969,19155416.0,112.0,0.0,0.13440224947346485,0.04526719753828369
NonResidential,3.64,Office,47.63465,"Laboratory, Office, Parking",-122.32592,LAKE UNION,3.0,602.0,Mixed Use Property,124700.0,51218.0,175918.0,640.71,1.0,107594.0,58.0,111.4000015,13898181.0,8.0,0.0,0.8668589076512963,0.7542285569600798
NonResidential,2.39,Other,47.63108,"Other, Parking",-122.32746,LAKE UNION,3.0,603.0,Other,106003.0,63782.0,169785.0,406.02,1.0,93905.0,70.0,60.29999924,5662234.0,96.0,0.0,2.3400062590136685,1.0430074066172468
NonResidential,2.93,Office,47.63,"Food Service, Office, Parking, Restaurant",-122.3396,LAKE UNION,11.0,604.0,Large Office,124721.0,0.0,124721.0,365.79,1.0,93020.0,60.0,13.5,1252323.875,45.0,0.0,6.444003952252368,4.653908718301805
NonResidential,0.42,Office,47.63376,"Office, Parking",-122.33968,LAKE UNION,7.0,605.0,Small- and Mid-Sized Office,94002.0,0.0,94002.0,39.47,1.0,20310.0,76.66666666666667,30.89999962,711118.375,46.0,0.0,7.962435227468282,0.0
NonResidential,0.09,Non-Refrigerated Warehouse,47.55515,Non-Refrigerated Warehouse,-122.3275,GREATER DUWAMISH,1.0,606.0,Warehouse,93020.0,0.0,93020.0,8.73,1.0,54434.0,32.0,241.3000031,13133225.0,42.0,0.0,0.09535540585042897,0.0
NonResidential,1.12,Other,47.6153,"Office, Other",-122.35014,DOWNTOWN,1.0,19746.0,Other,23000.0,0.0,23000.0,25.74,1.0,78564.0,88.0,36.0,2830674.75,70.0,0.0,0.09207663296533804,0.15914226811116325
NonResidential,5.02,Supermarket/Grocery Store,47.52095,"Parking, Supermarket/Grocery Store",-122.26825,SOUTHEAST,1.0,607.0,Supermarket / Grocery Store,61053.0,0.0,61053.0,306.5,1.0,65088.0,64.0,74.30000305,6606832.5,14.0,0.0,1.2827090742803,0.7051154997496909
NonResidential,0.25,Office,47.59895,Office,-122.33379,DOWNTOWN,5.0,609.0,Small- and Mid-Sized Office,78920.0,0.0,78920.0,19.73,1.0,34647.0,87.0,35.90000153,2178074.5,112.0,0.0,1.299622212187875,0.0
NonResidential,1.35,Office,47.59855,"Office, Retail Store",-122.33327,DOWNTOWN,7.0,610.0,Small- and Mid-Sized Office,99440.0,0.0,99440.0,134.69,1.0,41609.0,42.666666666666664,29.79999924,2094724.625,110.0,0.0,2.236977091917273,0.9170565796924262
NonResidential,0.27,Office,47.59856,Office,-122.33379,DOWNTOWN,6.0,611.0,Small- and Mid-Sized Office,73260.0,0.0,73260.0,19.89,1.0,45799.0,38.666666666666664,59.29999924,3570161.75,109.0,0.0,0.7991763958593753,0.0
NonResidential,1.1,Office,47.59979,"Office, Retail Store",-122.3338,DOWNTOWN,4.0,612.0,Small- and Mid-Sized Office,69817.0,0.0,69817.0,76.8,1.0,123607.0,79.0,53.0,7655751.0,116.0,0.1007197318068469,0.16263891027803803,0.021143059642352528
NonResidential,0.31,Office,47.60035,"Enclosed Mall, Office",-122.33379,DOWNTOWN,4.0,613.0,Small- and Mid-Sized Office,84750.0,0.0,84750.0,26.04,1.0,160580.0,98.0,27.0,4336187.5,116.0,0.0,0.4259137779443347,0.05716611654823506
NonResidential,0.33,Office,47.60146,"Office, Restaurant, Retail Store",-122.33248,DOWNTOWN,6.0,614.0,Small- and Mid-Sized Office,62176.0,13320.0,75496.0,24.89,1.0,47145.0,83.0,48.59999847,3212269.0,116.0,0.0,1.1114143927547786,0.0
NonResidential,0.79,Office,47.59962,"Office, Retail Store",-122.33247,DOWNTOWN,4.0,615.0,Large Office,164380.0,0.0,164380.0,130.31,1.0,33647.0,85.66666666666667,29.10000038,1904480.0,116.0,0.20978866278459213,3.25375640594808,0.5563187851802067
NonResidential,0.62,Office,47.59858,Office,-122.33198,DOWNTOWN,7.0,616.0,Large Office,160580.0,0.0,160580.0,99.59,1.0,26250.0,37.0,41.79999924,2371575.0,109.0,0.14640393253428627,1.2709195365948789,0.41107618354890735
NonResidential,0.3,Office,47.60159,"Non-Refrigerated Warehouse, Office, Retail Store",-122.32915,DOWNTOWN,6.0,618.0,Small- and Mid-Sized Office,73470.0,0.0,73470.0,22.39,1.0,58472.0,83.0,26.29999924,2153603.5,107.0,0.0,1.4915786494589185,0.0
NonResidential,0.2,Other,47.59871,"Data Center, Office, Other, Other - Entertainment/Public Assembly",-122.3299,DOWNTOWN,3.0,619.0,Other,67755.0,0.0,67755.0,13.28,1.0,50500.0,56.333333333333336,52.29999924,3978277.0,110.0,0.0,0.4787198075950971,0.0
NonResidential,0.56,Office,47.59334,"Distribution Center, Non-Refrigerated Warehouse, Office",-122.32905,GREATER DUWAMISH,3.0,620.0,Mixed Use Property,56700.0,0.0,56700.0,31.58,1.0,85343.0,56.0,31.89999962,3155496.0,106.0,0.0,0.6482074450419205,0.10336219725837079
NonResidential,0.79,Non-Refrigerated Warehouse,47.59366,"Non-Refrigerated Warehouse, Retail Store",-122.32666,GREATER DUWAMISH,1.0,621.0,Warehouse,82852.0,0.0,82852.0,65.56,2.0,142901.0,89.0,15.69999981,2244317.0,94.0,0.0,0.47144186850609787,0.4881391532479592
NonResidential,1.73,Other,47.57941,"Distribution Center, Office, Other",-122.33131,GREATER DUWAMISH,2.0,622.0,Other,76442.0,0.0,76442.0,132.6,1.0,104869.0,80.0,41.70000076,4374646.0,63.0,0.0,0.3898379434587393,0.5195560966533064
NonResidential,0.8,Distribution Center,47.57658,"Distribution Center, Office",-122.33054,GREATER DUWAMISH,2.0,623.0,Distribution Center,92792.0,0.0,92792.0,74.18,1.0,78814.0,69.0,10.89999962,861972.875,54.0,0.0,2.348766485256279,1.3120169239664299
NonResidential,0.12,Manufacturing/Industrial Plant,47.58444,Manufacturing/Industrial Plant,-122.33282,GREATER DUWAMISH,2.0,624.0,Other,125519.0,0.0,125519.0,15.65,1.0,39870.0,75.0,30.39999962,1776411.75,75.0,0.0,1.2633990965214006,0.0
NonResidential,0.24,Office,47.58361,Office,-122.33369,GREATER DUWAMISH,4.0,625.0,Large Office,103200.0,25800.0,129000.0,30.5,1.0,51040.0,15.0,43.70000076,2688675.75,116.0,0.0,1.6270630625504023,0.0
NonResidential,0.21,Non-Refrigerated Warehouse,47.58781,Non-Refrigerated Warehouse,-122.33264,GREATER DUWAMISH,1.0,626.0,Warehouse,78814.0,0.0,78814.0,16.48,1.0,39884.0,78.66666666666667,18.79999924,1056782.125,62.0,0.0,0.6010008922132365,0.21465730223247295
NonResidential,0.7,Office,47.59486,"Multifamily Housing, Non-Refrigerated Warehouse, Office, Parking",-122.33368,GREATER DUWAMISH,4.0,627.0,Small- and Mid-Sized Office,58970.0,0.0,58970.0,41.18,1.0,43122.0,31.0,104.5999985,5608600.5,112.0,0.0,0.20546569505173348,0.11126429846447433
NonResidential,0.25,Distribution Center,47.59403,"Distribution Center, Office, Parking",-122.33367,GREATER DUWAMISH,6.0,628.0,Distribution Center,64800.0,10800.0,75600.0,18.74,1.0,65508.0,81.0,44.09999847,2891605.0,106.0,0.0,0.9298209817730984,0.0
NonResidential,0.13,Distribution Center,47.59363,"Distribution Center, Non-Refrigerated Warehouse, Office, Retail Store",-122.33371,GREATER DUWAMISH,4.0,629.0,Distribution Center,56270.0,0.0,56270.0,7.37,1.0,183916.0,81.0,52.70000076,9722890.0,109.0,0.0,0.10869011168490027,0.0
NonResidential,2.07,Office,47.59701,"Office, Retail Store",-122.33378,DOWNTOWN,4.0,630.0,Small- and Mid-Sized Office,66842.0,0.0,66842.0,138.35,1.0,273812.0,43.0,89.40000153,25567108.0,112.0,0.0,0.13523391069494445,0.0841338801400612
NonResidential,0.27,Office,47.59639,"Office, Parking",-122.33368,DOWNTOWN,6.0,632.0,Small- and Mid-Sized Office,64488.0,10800.0,75288.0,20.18,1.0,63000.0,53.0,94.69999695,5968153.5,107.0,0.0,0.4844428012784859,6.300106054577852e-05
NonResidential,0.37,Office,47.59806,"Data Center, Office",-122.33475,DOWNTOWN,7.0,633.0,Large Office,184322.0,0.0,184322.0,67.78,1.0,111774.0,50.0,366.3999939,63835192.0,112.0,0.0,0.15231236400134898,0.0
NonResidential,0.63,Office,47.59767,"Office, Retail Store",-122.33467,DOWNTOWN,7.0,634.0,Large Office,287853.0,0.0,287853.0,182.14,1.0,144050.0,26.0,27.29999924,3929371.0,7.0,0.0,6.485155512167214,0.02151082196107214
NonResidential,2.8,Office,47.59202,Office,-122.33486,GREATER DUWAMISH,2.0,635.0,Small- and Mid-Sized Office,64512.0,0.0,64512.0,180.76,1.0,60384.0,16.0,83.59999847,5049446.5,102.0,0.0,0.5846460597215952,0.597296159093873
NonResidential,1.56,Parking,47.58924,"Distribution Center, Office, Other, Other - Recreation, Parking",-122.33566,GREATER DUWAMISH,6.0,637.0,Mixed Use Property,174226.0,111774.0,286000.0,445.62,0.0,1000730.0,79.0,49.29999924,74130576.0,7.0,0.0,0.8609421300058426,0.00017608118949460205
NonResidential,0.68,Non-Refrigerated Warehouse,47.58365,Non-Refrigerated Warehouse,-122.33467,GREATER DUWAMISH,7.0,638.0,Warehouse,144050.0,0.0,144050.0,98.43,1.0,107704.0,57.0,67.0,7221482.5,90.0,0.0,0.33093274130346506,0.21318974324177895
NonResidential,0.78,Office,47.58252,Office,-122.33465,GREATER DUWAMISH,3.0,639.0,Small- and Mid-Sized Office,60592.0,0.0,60592.0,47.25,1.0,99084.0,83.0,16.29999924,1618110.375,86.0,0.0,2.9592628994792767,0.16131903239295403
NonResidential,0.59,Office,47.58181,"Non-Refrigerated Warehouse, Office, Retail Store",-122.33534,GREATER DUWAMISH,6.0,640.0,Large Office,1380959.0,0.0,1380959.0,810.7,1.0,72719.0,28.0,35.5,2581741.75,104.0,0.0,26.246058886408758,2.467334310257794
NonResidential,0.93,Retail Store,47.57842,Retail Store,-122.33558,GREATER DUWAMISH,1.0,641.0,Retail Store,107930.0,0.0,107930.0,100.42,0.0,76624.0,91.0,36.20000076,2773647.5,23.0,0.0,2.212282923478921,0.3913215359918663
NonResidential,0.5,Non-Refrigerated Warehouse,47.57096,Non-Refrigerated Warehouse,-122.3355,GREATER DUWAMISH,1.0,642.0,Warehouse,99084.0,0.0,99084.0,49.25,1.0,53281.0,2.0,150.3000031,8570571.0,90.0,0.0,0.09276954825997008,0.09602884101887728
