BuildingType,GHGEmissionsIntensity,LargestPropertyUseType,Latitude,ListOfAllPropertyUseTypes,Longitude,Neighborhood,NumberofFloors,OSEBuildingID,PrimaryPropertyType,PropertyGFABuilding(s),PropertyGFAParking,PropertyGFATotal,TotalGHGEmissions,NumberofBuildings,LargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),buildingAge,SteamRatio,ElectricityRatio,NaturalGasRatio
NonResidential,12.09,Other - Recreation,47.62816,Other - Recreation,-122.28067,EAST,3.0,25955.0,Other,71280.0,0.0,71280.0,861.85,1.0,27447.0,92.0,28.5,782483.125,88.0,0.0,9.62127585818544,19.47561616744131
School,1.81,K-12 School,47.63408,K-12 School,-122.28483,EAST,3.0,25956.0,K-12 School,38297.0,0.0,38297.0,69.18,1.0,32753.0,96.0,25.10000038,823346.0,91.0,0.0,0.7585911633748145,1.4824484481615263
NonResidential,5.17,Senior Care Community,47.63429,"Parking, Senior Care Community, Worship Facility",-122.27652,EAST,16.0,25965.0,Senior Care Community,153312.0,0.0,153312.0,792.6,1.0,28094.0,63.0,32.90000153,924963.875,53.0,0.0,7.0995669966029755,15.202580749437377
NonResidential,0.33,Office,47.61811,"Multifamily Housing, Office, Parking, Restaurant",-122.33908,DOWNTOWN,19.0,25992.0,Mixed Use Property,1004813.0,201857.0,1206670.0,393.29,1.0,49133.0,70.0,25.79999924,1265657.25,7.0,0.0,18.44371768107045,3.4298804040351367
NonResidential,0.92,Worship Facility,47.53857,"Parking, Worship Facility",-122.28026,SOUTHEAST,1.0,26002.0,Worship Facility,24200.0,0.0,24200.0,22.38,1.0,27792.0,94.0,33.90000153,941366.5,48.0,0.0,0.49538091699672765,0.3825863784190323
NonResidential,2.12,Residence Hall/Dormitory,47.63651,"Office, Parking, Residence Hall/Dormitory, Restaurant, Social/Meeting Hall",-122.34418,MAGNOLIA / QUEEN ANNE,4.0,26017.0,Residence Hall,21302.0,2211.0,23513.0,49.79,1.0,20340.0,69.0,65.59999847,1335007.875,35.0,0.0,0.692467076270992,0.6113214875230605
NonResidential,0.28,Self-Storage Facility,47.56785,Self-Storage Facility,-122.37039,DELRIDGE,3.0,26040.0,Self-Storage Facility,66610.0,0.0,66610.0,18.81,1.0,57489.0,83.0,38.59999847,2217046.0,22.0,0.0,0.14858239296794024,0.14026005775252295
NonResidential,1.63,Other,47.56774,"Office, Other",-122.33289,GREATER DUWAMISH,1.0,26233.0,Other,36000.0,0.0,36000.0,58.79,1.0,21930.0,81.0,23.5,560823.625,66.0,0.0,5.211684867947565,1.2895622933145872
NonResidential,2.37,K-12 School,47.71387,K-12 School,-122.3535,NORTHWEST,2.0,26098.0,K-12 School,23222.0,0.0,23222.0,55.06,1.0,30230.0,12.0,40.5,1222949.25,78.0,0.0,0.1723399396990513,0.8251364478125319
NonResidential,3.75,Fitness Center/Health Club/Gym,47.61426,"Fitness Center/Health Club/Gym, Office, Other, Other - Utility, Restaurant, Retail Store",-122.3253,EAST,2.0,26115.0,Mixed Use Property,24476.0,0.0,24476.0,91.69,3.0,225337.0,98.0,29.20000076,6582088.5,92.0,0.0,0.16364122117166915,0.2407978865674626
NonResidential,1.13,Retail Store,47.61386,"Medical Office, Office, Retail Store",-122.32481,EAST,2.0,26119.0,Retail Store,24750.0,0.0,24750.0,28.07,1.0,88248.0,61.0,29.70000076,2616816.75,106.0,0.0,0.11163104944203678,0.18733677090686615
NonResidential,2.03,K-12 School,47.61339,K-12 School,-122.32594,EAST,3.0,26125.0,K-12 School,60000.0,0.0,60000.0,121.63,1.0,23242.0,63.0,29.5,686789.875,112.0,0.0,2.237965433022728,3.0408063310484885
NonResidential,0.37,Other - Entertainment/Public Assembly,47.61449,Other - Entertainment/Public Assembly,-122.32592,EAST,2.0,26126.0,Other,46560.0,0.0,46560.0,17.31,1.0,49256.0,96.0,36.0,1775372.25,62.0,0.0,0.23640844898865576,0.1525567384530202
NonResidential,0.33,Bank Branch,47.63303,"Bank Branch, Parking",-122.34268,MAGNOLIA / QUEEN ANNE,3.0,26139.0,Other,30408.0,0.0,30408.0,10.04,1.0,37139.0,52.0,27.89999962,1037555.125,36.0,0.0,1.3884120132894144,0.0
NonResidential,1.13,Office,47.63439,"Office, Parking",-122.34078,MAGNOLIA / QUEEN ANNE,3.0,26146.0,Small- and Mid-Sized Office,30109.0,0.0,30109.0,34.03,1.0,99893.0,78.0,37.79999924,3773034.0,96.0,0.0,0.2516900192259068,0.1368026368169489
School,1.18,K-12 School,47.55257,K-12 School,-122.38019,SOUTHWEST,2.0,26150.0,K-12 School,39929.0,0.0,39929.0,47.18,1.0,60536.0,64.0,33.40000153,2024367.75,52.0,0.0,0.526145014906506,0.3697979282667391
NonResidential,1.51,Office,47.63985,Office,-122.36712,MAGNOLIA / QUEEN ANNE,2.0,26154.0,Small- and Mid-Sized Office,25481.0,0.0,25481.0,38.59,1.0,22800.0,93.0,49.59999847,1131770.625,56.0,0.0,0.19375922572650267,0.6165639791190022
NonResidential,5.08,Senior Care Community,47.53515,Senior Care Community,-122.26556,SOUTHEAST,1.0,26157.0,Senior Care Community,141297.0,0.0,141297.0,717.93,1.0,13175.0,84.0,48.0,1072151.375,49.0,0.0,6.340412518708004,11.775818503240739
NonResidential,1.3,Office,47.62298,"Office, Other - Restaurant/Bar",-122.33082,LAKE UNION,2.0,26183.0,Small- and Mid-Sized Office,27788.0,0.0,27788.0,35.99,1.0,56000.0,98.0,109.5999985,6135173.0,104.0,0.0,0.2705651495076015,0.0749517576765969
NonResidential,1.4,Hotel,47.729,Hotel,-122.34473,NORTHWEST,4.0,26218.0,Hotel,33120.0,8584.0,41704.0,58.52,1.0,21440.0,69.0,24.79999924,532729.625,26.0,0.0,1.8192943559314916,1.8296466992989173
NonResidential,1.0,Non-Refrigerated Warehouse,47.56683,Non-Refrigerated Warehouse,-122.33358,GREATER DUWAMISH,2.0,26235.0,Warehouse,22324.0,0.0,22324.0,22.33,1.0,25000.0,69.0,9.100000381,227509.5,75.0,0.0,0.8522633120814735,1.7360066282946427
NonResidential,1.26,Other - Entertainment/Public Assembly,47.5661,Other - Entertainment/Public Assembly,-122.33358,GREATER DUWAMISH,2.0,26236.0,Other,31360.0,0.0,31360.0,39.65,1.0,22452.0,85.0,55.40000153,1244150.0,70.0,0.0,0.905352248523088,0.48122332516175703
NonResidential,1.51,Retail Store,47.56555,"Manufacturing/Industrial Plant, Office, Retail Store",-122.33362,GREATER DUWAMISH,1.0,26237.0,Mixed Use Property,30496.0,0.0,30496.0,46.01,1.0,113665.0,95.0,22.60000038,2567976.75,69.0,0.0,0.5046206123166809,0.2711488723564183
NonResidential,0.46,Office,47.61545,"Office, Retail Store",-122.3238,EAST,3.0,26254.0,Small- and Mid-Sized Office,27600.0,0.0,27600.0,12.57,1.0,62400.0,81.33333333333333,31.39999962,2462408.25,94.0,0.0,0.3905684607741222,0.044839031058314556
NonResidential,3.63,Senior Care Community,47.66312,Senior Care Community,-122.35311,Northwest,2.0,26289.0,Senior Care Community,55974.0,0.0,55974.0,203.21,1.0,27176.0,70.0,72.5,1969746.25,55.0,0.0,1.349312379703731,1.765389831304413
School,1.14,K-12 School,47.53074,K-12 School,-122.28491,GREATER DUWAMISH,2.0,26319.0,K-12 School,52901.0,0.0,52901.0,60.2,1.0,31174.0,29.0,296.2000122,9232576.0,45.0,0.0,0.1379893325546413,0.10466688820108278
NonResidential,3.14,Senior Care Community,47.70883,Senior Care Community,-122.28887,NORTH,1.0,26324.0,Senior Care Community,22583.0,0.0,22583.0,70.92,1.0,68149.0,30.0,35.29999924,2404045.25,62.0,0.0,0.30935607389253594,0.514821424430343
NonResidential,0.51,Office,47.66117,"Food Service, Library, Office, Parking",-122.3391,LAKE UNION,3.0,26331.0,Small- and Mid-Sized Office,24328.0,7358.0,31686.0,16.07,1.0,24288.0,92.0,23.5,571520.8125,19.0,0.0,4.034224037991617,0.0
NonResidential,0.19,Office,47.6483,"Office, Parking",-122.33438,LAKE UNION,3.0,26348.0,Small- and Mid-Sized Office,20660.0,6034.0,26694.0,5.02,1.0,28160.0,95.0,23.79999924,669719.0,35.0,0.0,1.0753330874590687,0.0
NonResidential,0.05,Non-Refrigerated Warehouse,47.70833,Non-Refrigerated Warehouse,-122.34429,NORTHWEST,1.0,26359.0,Warehouse,29400.0,0.0,29400.0,1.59,1.0,37000.0,98.0,20.0,740790.5,44.0,0.0,0.3071165194478061,0.0
NonResidential,1.87,Hotel,47.54774,Hotel,-122.32091,GREATER DUWAMISH,3.0,26379.0,Hotel,22452.0,0.0,22452.0,41.88,1.0,20962.0,58.0,52.5,1100499.75,24.0,0.0,0.4764971550425159,0.6540346783359106
NonResidential,0.43,Bank Branch,47.66148,Bank Branch,-122.31279,NORTHEAST,2.0,26392.0,Other,25767.0,0.0,25767.0,11.02,1.0,198752.0,24.0,111.0,22055140.0,104.0,0.0,0.07169993026568863,0.0
NonResidential,1.13,Retail Store,47.66188,"Office, Retail Store",-122.31279,NORTHEAST,4.0,26393.0,Retail Store,33910.0,0.0,33910.0,38.21,1.0,38035.0,86.0,26.60000038,1012316.875,63.0,0.0,1.254670381741883,0.5459851689225274
NonResidential,1.11,Worship Facility,47.6645,"K-12 School, Office, Supermarket/Grocery Store, Worship Facility",-122.31224,NORTHEAST,2.0,26396.0,Worship Facility,78401.0,0.0,78401.0,87.41,1.0,299642.0,85.0,28.10000038,8987012.0,89.0,0.0,0.10459249414599647,0.16940380184203604
NonResidential,0.61,Non-Refrigerated Warehouse,47.64748,"Non-Refrigerated Warehouse, Office, Other, Retail Store",-122.33435,LAKE UNION,2.0,26460.0,Warehouse,78716.0,0.0,78716.0,48.13,1.0,26759.0,93.0,20.5,548292.6875,37.0,0.0,6.713213734042368,0.7714748156293805
NonResidential,2.08,K-12 School,47.66389,K-12 School,-122.33692,LAKE UNION,2.0,26465.0,K-12 School,33300.0,0.0,33300.0,69.2,1.0,13000.0,67.66666666666667,40.90000153,1063035.875,106.0,0.0,0.3159883950294716,1.184181107716614
NonResidential,7.87,Supermarket/Grocery Store,47.66185,Supermarket/Grocery Store,-122.33594,LAKE UNION,1.0,26473.0,Supermarket / Grocery Store,28808.0,0.0,28808.0,226.73,1.0,12100.0,28.666666666666668,118.4000015,1938776.75,59.0,0.0,2.94697674706487,1.8150852077218278
NonResidential,0.27,Office,47.66345,"Office, Parking",-122.3134,NORTHEAST,1.0,26528.0,Small- and Mid-Sized Office,20962.0,7004.0,27966.0,7.67,1.0,25076.0,94.0,22.70000076,569265.625,59.0,0.0,1.9331924354294183,0.0
NonResidential,5.96,Supermarket/Grocery Store,47.66429,"Parking, Supermarket/Grocery Store",-122.31389,NORTHEAST,1.0,26529.0,Supermarket / Grocery Store,26226.0,0.0,26226.0,156.18,1.0,63922.0,83.0,24.20000076,1544995.75,66.0,0.0,3.462449653987721,1.4489295520715835
NonResidential,0.23,Bank Branch,47.6616,"Bank Branch, Parking",-122.31393,NORTHEAST,2.0,26535.0,Mixed Use Property,19193.0,15755.0,34948.0,8.09,1.0,27770.0,94.0,20.5,568033.375,40.0,0.0,2.041793759037486,0.0
NonResidential,1.15,Office,47.6342,"Laboratory, Office",-122.32661,LAKE UNION,3.0,26587.0,Small- and Mid-Sized Office,27640.0,9999.0,37639.0,43.21,1.0,29820.0,66.0,53.70000076,1601955.625,18.0,0.0,3.8689111628794337,0.0
NonResidential,0.27,Office,47.60102,"Office, Other",-122.33378,DOWNTOWN,4.0,26593.0,Small- and Mid-Sized Office,22840.0,0.0,22840.0,6.14,1.0,157625.0,58.0,54.29999924,8692328.0,116.0,0.0,0.10139815248573225,0.0
NonResidential,0.45,Museum,47.60135,"Bar/Nightclub, Food Sales, Museum, Retail Store, Supermarket/Grocery Store",-122.33327,DOWNTOWN,1.0,26594.0,Other,21420.0,0.0,21420.0,9.72,1.0,43200.0,42.0,48.20000076,2080898.625,116.0,0.0,0.34718990695666396,0.042371117430095855
NonResidential,0.23,Office,47.6011,Office,-122.33197,DOWNTOWN,1.0,26596.0,Small- and Mid-Sized Office,20880.0,0.0,20880.0,4.76,0.0,27322.0,70.0,39.5,1078535.75,116.0,0.0,0.6335200293546134,0.0
NonResidential,0.72,Office,47.59938,"Office, Other - Entertainment/Public Assembly",-122.33197,DOWNTOWN,3.0,26600.0,Mixed Use Property,26000.0,0.0,26000.0,18.62,1.0,150198.0,76.33333333333333,54.59999847,10716391.0,50.0,0.0,0.07652399021274979,0.02267321153175542
NonResidential,1.14,Office,47.59954,"Office, Restaurant",-122.33201,DOWNTOWN,3.0,26601.0,Small- and Mid-Sized Office,38675.0,0.0,38675.0,43.91,1.0,74327.0,24.0,56.59999847,4207110.5,116.0,0.0,0.30426940295483085,0.15656398851420708
NonResidential,3.71,Office,47.59986,"Office, Other",-122.33195,DOWNTOWN,4.0,26602.0,Small- and Mid-Sized Office,49951.0,0.0,49951.0,185.33,1.0,10736.0,98.0,65.19999695,1323038.75,87.0,0.28878972743617676,1.581903024382317,2.010105146202256
NonResidential,0.77,Medical Office,47.5195,Medical Office,-122.26935,SOUTHEAST,2.0,26611.0,Medical Office,25880.0,0.0,25880.0,19.81,1.0,43380.0,48.0,73.40000153,3185108.0,6.0,0.0,0.5669572271960637,0.042669824696682186
NonResidential,0.91,Worship Facility,47.66517,"Office, Worship Facility",-122.31037,NORTHEAST,3.0,26657.0,Worship Facility,41013.0,0.0,41013.0,37.43,1.0,20058.0,93.0,41.29999924,828020.8125,89.0,0.0,0.5228250225896345,0.7824815393755576
NonResidential,2.56,Social/Meeting Hall,47.66453,"Office, Social/Meeting Hall",-122.30999,NORTHEAST,2.0,26667.0,Other,21075.0,0.0,21075.0,53.88,1.0,63236.0,78.0,30.39999962,1924355.875,12.0,0.0,0.3388458488739771,0.4827469867027584
NonResidential,1.01,Worship Facility,47.67842,Worship Facility,-122.31949,NORTHEAST,3.0,26670.0,Worship Facility,46485.0,0.0,46485.0,47.03,1.0,66307.0,22.0,102.1999969,6779778.0,66.0,0.0,0.11197888780429094,0.11590394257747083
NonResidential,0.5,Office,47.67819,"Office, Parking",-122.3231,NORTHWEST,4.0,26681.0,Small- and Mid-Sized Office,56896.0,0.0,56896.0,28.46,1.0,22637.0,53.0,36.59999847,1038815.188,51.0,0.0,0.9598656349256226,0.389795032530849
NonResidential,0.54,Worship Facility,47.67783,Worship Facility,-122.32577,NORTHWEST,2.0,26695.0,Worship Facility,27500.0,0.0,27500.0,14.79,1.0,33222.0,80.0,19.0,942415.1875,38.0,0.0,0.36466835908244527,0.24771884313462425
NonResidential,0.1,Office,47.59856,"Distribution Center, Office",-122.33248,DOWNTOWN,2.0,26705.0,Small- and Mid-Sized Office,36630.0,0.0,36630.0,3.78,1.0,26282.0,23.0,83.30000305,2188051.25,86.0,0.0,0.24768295532382983,0.0
NonResidential,2.27,Office,47.59954,"Office, Other",-122.33115,DOWNTOWN,3.0,26706.0,Small- and Mid-Sized Office,26830.0,0.0,26830.0,60.93,1.0,21624.0,90.0,30.79999924,666687.5,116.0,0.0,1.6439036280116246,1.5050784662979282
NonResidential,0.18,Office,47.59971,Office,-122.33065,DOWNTOWN,5.0,26708.0,Small- and Mid-Sized Office,41920.0,0.0,41920.0,7.69,1.0,57731.0,95.0,26.79999924,1545519.375,110.0,0.0,0.7140609285470783,0.0
NonResidential,0.73,Office,47.60048,Office,-122.33157,DOWNTOWN,5.0,26710.0,Small- and Mid-Sized Office,36879.0,0.0,36879.0,26.94,1.0,21841.0,90.66666666666667,20.29999924,455798.9063,111.0,0.0,2.602061969888496,0.7712896962692866
NonResidential,1.2,Other - Lodging/Residential,47.60055,Other - Lodging/Residential,-122.33057,DOWNTOWN,6.0,26711.0,Other,29820.0,0.0,29820.0,35.72,1.0,48799.0,83.0,44.0,2145603.5,112.0,0.0,0.49859864602197,0.24802345820185323
NonResidential,0.22,Office,47.60026,Office,-122.3299,DOWNTOWN,2.0,26719.0,Small- and Mid-Sized Office,33640.0,0.0,33640.0,7.52,1.0,75477.0,16.0,59.40000153,4486477.0,111.0,0.0,0.24039708662275544,0.0
NonResidential,0.25,Non-Refrigerated Warehouse,47.59986,"Non-Refrigerated Warehouse, Office, Retail Store",-122.32987,DOWNTOWN,4.0,26720.0,Warehouse,43484.0,0.0,43484.0,10.92,0.0,11600.0,92.0,71.30000305,1539176.625,110.0,0.0,1.0181034291629787,0.0
NonResidential,0.3,Office,47.599,"Office, Other, Retail Store",-122.32717,DOWNTOWN,3.0,26726.0,Mixed Use Property,22480.0,0.0,22480.0,6.84,1.0,40552.0,99.0,29.60000038,1200180.875,116.0,0.0,0.8173842963461653,0.0
NonResidential,5.26,Hotel,47.5985,"Hotel, Retail Store",-122.32677,DOWNTOWN,4.0,26728.0,Hotel,33018.0,0.0,33018.0,173.67,1.0,37416.0,76.33333333333333,90.90000153,3776768.25,91.0,0.0,0.48389175057272843,0.8022822157541702
NonResidential,0.42,Office,47.5962,Office,-122.32548,DOWNTOWN,2.0,26731.0,Small- and Mid-Sized Office,26510.0,0.0,26510.0,11.18,1.0,23200.0,62.0,36.29999924,842511.0,46.0,0.0,1.0608751695823555,0.11069885140965519
NonResidential,0.17,Non-Refrigerated Warehouse,47.65429,"Non-Refrigerated Warehouse, Office, Retail Store",-122.32618,LAKE UNION,1.0,26759.0,Warehouse,40028.0,0.0,40028.0,6.76,1.0,99564.0,97.0,30.10000038,2993610.0,78.0,0.0,0.3134005431569242,0.0014083330827996967
NonResidential,0.34,Office,47.65373,"Office, Parking",-122.32721,LAKE UNION,3.0,26761.0,Small- and Mid-Sized Office,26282.0,18228.0,44510.0,15.25,1.0,13364.0,95.33333333333333,47.20000076,1028277.313,9.0,0.0,2.12788026375527,0.0
NonResidential,0.97,Worship Facility,47.71705,Worship Facility,-122.28577,NORTH,1.0,26773.0,Worship Facility,21624.0,0.0,21624.0,20.96,1.0,15346.0,72.0,30.70000076,471113.3125,62.0,0.0,0.6646320358438184,0.750500974221568
School,1.72,K-12 School,47.6763,K-12 School,-122.3285,NORTHWEST,1.0,26808.0,K-12 School,42239.0,0.0,42239.0,72.69,1.0,20686.0,27.333333333333332,58.40000153,1207504.0,46.0,0.0,0.7406385403278167,1.036253296055334
School,0.59,K-12 School,47.66828,K-12 School,-122.3266,Northwest,3.0,26821.0,K-12 School,51360.0,0.0,51360.0,30.22,1.0,36112.0,95.0,29.89999962,1079505.0,91.0,0.0,0.8894687843039171,0.4102889750394857
NonResidential,1.5,Office,47.59819,"Office, Restaurant",-122.32599,DOWNTOWN,3.0,26833.0,Small- and Mid-Sized Office,21600.0,0.0,21600.0,32.42,1.0,23616.0,55.0,70.09999847,1656420.25,23.0,0.0,0.6453923755158149,0.2838259191772136
NonResidential,1.01,Multifamily Housing,47.59769,"Multifamily Housing, Retail Store, Social/Meeting Hall",-122.32537,DOWNTOWN,3.0,26834.0,Mixed Use Property,20620.0,0.0,20620.0,20.78,1.0,20629.0,52.0,58.59999847,1209433.5,107.0,0.0,0.33905047280400286,0.2789719319003484
NonResidential,1.31,Hotel,47.59983,Hotel,-122.32598,DOWNTOWN,5.0,26838.0,Hotel,40552.0,0.0,40552.0,53.25,1.0,74840.0,48.0,110.5,8268496.5,106.0,0.0,0.027506209865360648,0.11764484631516746
NonResidential,0.32,Office,47.60105,"Multifamily Housing, Office, Other",-122.32542,DOWNTOWN,3.0,26847.0,Small- and Mid-Sized Office,31432.0,0.0,31432.0,10.04,1.0,24099.0,34.0,89.19999695,4729846.5,107.0,0.0,0.30435913723627184,0.0
NonResidential,0.27,Retail Store,47.59935,"Office, Retail Store",-122.32468,DOWNTOWN,2.0,26849.0,Retail Store,24550.0,0.0,24550.0,6.73,1.0,41057.0,84.0,27.5,1201587.125,99.0,0.0,0.07506821446676204,0.09553531126592256
School,0.78,K-12 School,47.65753,K-12 School,-122.32405,LAKE UNION,2.0,26870.0,K-12 School,61052.0,0.0,61052.0,47.78,1.0,37000.0,98.0,37.0,1591124.875,16.0,0.0,1.0614735691313983,0.4261086044550714
NonResidential,1.34,Social/Meeting Hall,47.60285,"Office, Social/Meeting Hall",-122.31458,CENTRAL,3.0,26883.0,Other,25864.0,0.0,25864.0,34.61,1.0,41256.0,33.0,33.20000076,1368120.5,108.0,0.0,0.31690117939172757,0.4346970899127672
NonResidential,2.06,Other - Lodging/Residential,47.66192,Other - Lodging/Residential,-122.30998,NORTHEAST,3.0,26905.0,Other,20686.0,0.0,20686.0,42.71,1.0,37361.0,61.0,37.90000153,1416470.25,92.0,0.0,0.327764031754285,0.5247099259585579
NonResidential,0.2,Residence Hall/Dormitory,47.6617,Residence Hall/Dormitory,-122.31007,NORTHEAST,3.0,26906.0,Residence Hall,22124.0,0.0,22124.0,4.45,1.0,24389.0,29.0,46.59999847,1394408.25,87.0,0.0,0.45731585423422444,0.0
NonResidential,2.4,Residence Hall/Dormitory,47.66289,Residence Hall/Dormitory,-122.30863,NORTHEAST,3.0,26909.0,Residence Hall,27487.0,0.0,27487.0,65.95,1.0,92835.0,84.0,30.70000076,2845428.5,90.0,0.0,0.1427011783989652,0.41767312023479064
NonResidential,2.27,Residence Hall/Dormitory,47.66164,Residence Hall/Dormitory,-122.30874,NORTHEAST,4.0,26911.0,Residence Hall,23616.0,0.0,23616.0,53.65,1.0,30106.0,60.333333333333336,25.5,768325.6875,90.0,0.0,0.96824434234473,1.1876382826260772
NonResidential,0.21,Residence Hall/Dormitory,47.66238,Residence Hall/Dormitory,-122.30801,NORTHEAST,3.0,26922.0,Residence Hall,33448.0,0.0,33448.0,6.96,1.0,186486.0,46.0,46.29999924,9161371.0,40.0,0.0,0.10900475485601445,0.0
NonResidential,2.75,Other - Recreation,47.60153,"Fitness Center/Health Club/Gym, Office, Other - Recreation, Other - Technology/Science, Parking, Pre-school/Daycare",-122.31986,EAST,2.0,26924.0,Mixed Use Property,22388.0,7120.0,29508.0,81.24,1.0,22962.0,98.0,20.5,470666.6875,11.0,0.0,1.6825919935113318,3.029065021730479
NonResidential,3.33,Senior Care Community,47.60133,Senior Care Community,-122.31088,CENTRAL,2.0,26930.0,Senior Care Community,74840.0,0.0,74840.0,249.46,1.0,71549.0,73.33333333333333,26.70000076,2022990.625,29.0,0.0,2.0321606779566763,2.055102949377237
NonResidential,4.99,Performing Arts,47.60133,"Other - Education, Performing Arts, Social/Meeting Hall",-122.31088,CENTRAL,3.0,26933.0,Other,20992.0,0.0,20992.0,104.74,1.0,26528.0,88.66666666666667,25.10000038,664913.875,103.0,0.0,0.8676191333802442,2.8521137417985147
NonResidential,2.47,K-12 School,47.6032,K-12 School,-122.30596,CENTRAL,2.0,26939.0,K-12 School,22344.0,0.0,22344.0,55.23,1.0,29618.0,57.0,39.29999924,1164052.75,91.0,0.0,0.4772859305559821,0.8307278171027902
NonResidential,3.02,College/University,47.62531,College/University,-122.32303,EAST,3.0,26956.0,University,31900.0,0.0,31900.0,96.2,1.0,49528.0,42.0,36.70000076,1817513.0,95.0,0.0,0.41469469544371895,0.942159423343877
NonResidential,1.91,Other - Recreation,47.68475,"Fitness Center/Health Club/Gym, Office, Other - Recreation, Pre-school/Daycare",-122.38257,BALLARD,2.0,26961.0,Other,29417.0,0.0,29417.0,56.25,1.0,252462.0,3.0,142.6000061,59107620.0,66.0,0.0,0.011148139613809522,0.016453699201558106
NonResidential,0.19,Office,47.59737,"Multifamily Housing, Office, Restaurant",-122.32487,DOWNTOWN,3.0,26973.0,Mixed Use Property,49299.0,0.0,49299.0,9.23,1.0,28227.0,94.0,24.0,678663.3125,107.0,0.0,1.9505872435089084,0.0
NonResidential,12.69,Supermarket/Grocery Store,47.58217,"Office, Supermarket/Grocery Store",-122.38479,SOUTHWEST,1.0,26986.0,Supermarket / Grocery Store,31841.0,0.0,31841.0,404.21,2.0,21596.0,77.0,26.0,562495.8125,19.0,0.0,11.316199798376276,12.044994557181704
NonResidential,3.73,Parking,47.627,"Fitness Center/Health Club/Gym, Medical Office, Office, Parking, Restaurant",-122.29153,EAST,2.0,26994.0,Mixed Use Property,21036.0,0.0,21036.0,78.36,1.0,25620.0,82.0,21.5,550324.1875,28.0,0.0,2.6364823370588266,2.334789255469532
NonResidential,1.2,Parking,47.66272,"Office, Other, Parking, Retail Store",-122.31798,NORTHEAST,2.0,26997.0,Mixed Use Property,32928.0,0.0,32928.0,39.4,1.0,11093.0,8.0,106.5,1181428.75,17.0,0.0,4.7842326505089705,0.0
School,1.52,K-12 School,47.6622,K-12 School,-122.27796,NORTHEAST,2.0,27008.0,K-12 School,54943.0,0.0,54943.0,83.76,1.0,222807.0,82.0,58.20000076,13270687.0,88.0,0.0,0.05015844319137359,0.11225899608663817
NonResidential,0.67,Non-Refrigerated Warehouse,47.54761,Non-Refrigerated Warehouse,-122.32759,GREATER DUWAMISH,1.0,27013.0,Warehouse,44476.0,0.0,44476.0,29.7,1.0,17635.0,74.0,26.20000076,462465.5,56.0,0.0,2.0133480227173703,0.9449699491097173
NonResidential,0.77,Office,47.54494,"Non-Refrigerated Warehouse, Office, Parking",-122.32543,GREATER DUWAMISH,1.0,27016.0,Small- and Mid-Sized Office,35017.0,0.0,35017.0,27.06,1.0,26355.0,1.0,69.40000153,1829122.375,47.0,0.0,0.4945710644428588,0.2136838985417802
NonResidential,2.09,Residence Hall/Dormitory,47.66281,Residence Hall/Dormitory,-122.30819,NORTHEAST,3.0,27020.0,Residence Hall,29084.0,0.0,29084.0,60.83,1.0,62285.0,59.0,41.29999924,2646523.5,66.0,0.0,0.21184962083276418,0.4049969705540117
NonResidential,0.84,Worship Facility,47.58671,"Parking, Worship Facility",-122.30201,SOUTHEAST,2.0,27080.0,Worship Facility,22952.0,0.0,22952.0,19.28,1.0,30933.0,61.0,29.70000076,919909.6875,53.0,0.0,0.13466321931738542,0.3769815719002307
NonResidential,0.91,Non-Refrigerated Warehouse,47.54443,Non-Refrigerated Warehouse,-122.32688,GREATER DUWAMISH,1.0,27117.0,Warehouse,21040.0,0.0,21040.0,19.14,1.0,33708.0,78.0,23.29999924,786324.0,40.0,0.0,0.33931941540637195,0.41366281583672887
NonResidential,1.66,Non-Refrigerated Warehouse,47.54491,Non-Refrigerated Warehouse,-122.32758,GREATER DUWAMISH,2.0,27122.0,Warehouse,28032.0,0.0,28032.0,46.61,1.0,121000.0,81.0,24.70000076,2986728.0,65.0,0.0,0.17093488258723258,0.27137690475999154
NonResidential,0.8,Distribution Center,47.54333,Distribution Center,-122.32792,GREATER DUWAMISH,1.0,27131.0,Distribution Center,25620.0,0.0,25620.0,20.46,1.0,26170.0,83.0,28.10000038,981242.3125,42.0,0.0,0.19358011530918362,0.3672640237882118
NonResidential,0.34,Non-Refrigerated Warehouse,47.59775,Non-Refrigerated Warehouse,-122.32219,DOWNTOWN,3.0,27141.0,Warehouse,33238.0,0.0,33238.0,11.38,1.0,138566.0,53.0,42.20000076,6074249.0,24.0,0.0,0.26875289439073047,0.0
NonResidential,1.38,K-12 School,47.60745,K-12 School,-122.32542,EAST,4.0,27142.0,K-12 School,27800.0,0.0,27800.0,38.36,1.0,26245.0,76.0,28.60000038,750583.625,104.0,0.0,0.7040654530666053,0.8699483685112368
NonResidential,0.13,Office,47.60331,"Bank Branch, Office, Parking",-122.33389,DOWNTOWN,6.0,27145.0,Large Office,706176.0,0.0,706176.0,92.52,1.0,65434.0,96.0,28.70000076,1878442.25,16.0,0.0,7.064728766614997,0.0
NonResidential,6.12,Supermarket/Grocery Store,47.54427,Supermarket/Grocery Store,-122.38609,SOUTHWEST,1.0,27162.0,Supermarket / Grocery Store,33706.0,0.0,33706.0,206.33,1.0,21580.0,75.0,21.70000076,467930.0,18.0,0.0,11.814792810890518,6.751424358344197
